# BEAST v1.8.2, r6687
# Generated Mon Aug 17 12:27:56 EEST 2015 [seed=1439803657804]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
1362000	-1588550.2848211734	-116.98083909643083	-1588433.303982077	32.40022039384824	5.879470548390275	4.674500394065931	0.36236437409187633	0.12803463656287964	0.1807996531554116	0.3288013361898326	0.01919166880935871	2.7375585384514985E-5	-1588433.303982077	-120.06273203344608
1363000	-1588562.8893303482	-114.37910168766686	-1588448.5102286607	32.23397353485457	5.592469623495024	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.03264095082279286	2.7734197708374634E-5	-1588448.5102286607	-117.55201343515601
1364000	-1588490.68859875	-53.54185910280365	-1588437.146739647	7.769874545134788	1.3630752910042485	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.03264095082279286	1.1222952179542486E-4	-1588437.146739647	-56.47626648170715
1365000	-1588490.4076794542	-56.380187322646506	-1588434.0274921316	8.270033403089338	1.5008143018853928	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.03264095082279286	1.0622078546981034E-4	-1588434.0274921316	-59.34221888188045
1366000	-1588456.0354552483	-21.788058869884825	-1588434.2473963785	3.566214279574826	0.6240932940303617	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.02770261034314483	2.457978839525524E-4	-1588434.2473963785	-22.8656358713194
1367000	-1588449.1861283772	-13.833363222858358	-1588435.3527651543	2.963930811768322	0.5381933685438662	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.02770261034314483	2.8588380441462526E-4	-1588435.3527651543	-14.409513340258819
1368000	-1588483.9490639137	-45.86388608772359	-1588438.085177826	6.2411340044648735	1.1559961741581601	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.040662134981229094	1.3809422150547836E-4	-1588438.085177826	-48.36051439457875
1369000	-1588533.455859753	-94.97334156062865	-1588438.4825181924	19.765656047374055	3.3259138573254674	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.040662134981229094	4.416065530279281E-5	-1588438.4825181924	-98.60016639163962
1370000	-1588535.3254464604	-91.78261289934208	-1588443.542833561	16.91220817849394	3.7489937275887963	4.674500394065931	0.36236437409187633	0.12803463656287964	0.18137608728109797	0.32822490206414623	0.040662134981229094	5.135894823991961E-5	-1588443.542833561	-94.82939322006337
1371000	-1588565.1575293648	-126.52899251335857	-1588438.6285368514	40.90473738455496	5.372041159107565	4.674500394065931	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.040662134981229094	2.117066563414342E-5	-1588438.6285368514	-130.1650334798602
1372000	-1588547.5798725863	-104.98867392376222	-1588442.5911986625	25.313201419698533	4.755747093729575	4.674500394065931	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.040662134981229094	3.601705346366238E-5	-1588442.5911986625	-108.14545830057394
1373000	-1588539.086777547	-102.98926430694954	-1588436.09751324	23.595086970512593	4.049961870369594	4.674500394065931	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.10014048681348521	3.6452289567717056E-5	-1588436.09751324	-106.40402448435947
1374000	-1588537.1459051429	-91.86347617688683	-1588445.282428966	18.457425304763554	2.8713291339211504	4.945933712210528	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.10014048681348521	4.802410733191573E-5	-1588445.282428966	-95.43815340244447
1375000	-1588533.3490899848	-93.96054930527096	-1588439.3885406796	19.71705198271268	3.511569738781412	4.945933712210528	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.10014048681348521	4.502686648989906E-5	-1588439.3885406796	-97.23179858399385
1376000	-1588526.5265852758	-90.13340323511905	-1588436.3931820407	16.988077644156647	3.5378240464296375	4.945933712210528	0.36236437409187633	0.12796930803797174	0.18144141580600587	0.32822490206414623	0.10014048681348521	5.15070915110913E-5	-1588436.3931820407	-93.11096940989344
1377000	-1588533.5627174187	-91.86260135961378	-1588441.700116059	17.412800558492467	3.5796969185013645	4.945933712210528	0.3621325454100678	0.12796930803797174	0.1816732444878144	0.32822490206414623	0.10014048681348521	5.0533726517398575E-5	-1588441.700116059	-94.85384815891308
1378000	-1588526.1543261444	-83.84826434684965	-1588442.3060617975	14.980254383306773	2.3262345079843816	4.945933712210528	0.3621325454100678	0.12796930803797174	0.1816732444878144	0.32822490206414623	0.10014048681348521	5.9104832639941385E-5	-1588442.3060617975	-87.38492503884068
1379000	-1588529.3611392821	-90.96253199589589	-1588438.3986072862	18.338763552045748	2.567385442562976	4.465164914417242	0.36187629825742623	0.12822555519061332	0.1816732444878144	0.32822490206414623	0.10014048681348521	4.912978023049937E-5	-1588438.3986072862	-94.85187703329912
1380000	-1588518.7590833863	-70.65389522012175	-1588448.1051881663	11.221413239739373	2.168023621691962	4.465164914417242	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	7.661650501092006E-5	-1588448.1051881663	-73.83493582483061
1381000	-1588503.8618059438	-64.03964822921344	-1588439.8221577145	10.332716599544574	1.6775251426447029	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	8.475524203880276E-5	-1588439.8221577145	-67.37838889181391
1382000	-1588516.1005008968	-71.81671964376707	-1588444.283781253	10.368300563958904	1.6882408596351155	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	8.144694578909868E-5	-1588444.283781253	-75.24947264888108
1383000	-1588480.7066841684	-37.885648888553376	-1588442.82103528	5.142948723117273	0.7916530468974785	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	1.686349985633199E-4	-1588442.82103528	-40.039800791425414
1384000	-1588516.5593191956	-74.69721315311529	-1588441.8621060424	11.62822735262707	1.9097872978645571	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	7.525144978305351E-5	-1588441.8621060424	-78.13582885011195
1385000	-1588514.545704907	-79.69423137718337	-1588434.8514735298	13.658836901360086	2.7329924141015085	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.10014048681348521	6.450528066633207E-5	-1588434.8514735298	-82.85249845004883
1386000	-1588565.86727973	-126.54063268754446	-1588439.3266470425	37.64370800453578	5.140037667804558	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.028631774372881252	2.4045517809881603E-5	-1588439.3266470425	-130.20899323458073
1387000	-1588569.70716807	-136.03494129974666	-1588433.67222677	50.25435459752447	9.487410489429376	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.028631774372881252	1.7653663220885016E-5	-1588433.67222677	-138.27308354357797
1388000	-1588590.1131985371	-151.77589528156372	-1588438.3373032557	71.7896258623695	12.708882579759722	4.4805841269591635	0.36187629825742623	0.1275728870997919	0.1816732444878144	0.32887757015496766	0.0529160094274182	1.2649157245064951E-5	-1588438.3373032557	-153.26892819542408
1389000	-1588578.3569511645	-143.35120181300977	-1588435.0057493516	56.15507927493431	11.686319730309105	4.4805841269591635	0.36187629825742623	0.12785921081074753	0.1816732444878144	0.328591246444012	0.0529160094274182	1.6110525316966396E-5	-1588435.0057493516	-144.93394102144623
1390000	-1588604.2211271673	-169.8877197384968	-1588434.3334074288	106.00817501810803	17.977397824772094	4.4805841269591635	0.36187629825742623	0.12785921081074753	0.1816732444878144	0.328591246444012	0.0529160094274182	8.26147025944338E-6	-1588434.3334074288	-170.30895709228568
1391000	-1588599.0235434743	-160.50956880037998	-1588438.5139746738	80.66776568884035	16.35270742909832	4.4805841269591635	0.36187629825742623	0.12785921081074753	0.1816732444878144	0.328591246444012	0.0529160094274182	1.1110284356551694E-5	-1588438.5139746738	-161.16309378493966
1392000	-1588569.8914473162	-138.60395732518907	-1588431.287489991	48.99031742257571	10.523242507315251	4.4805841269591635	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.0529160094274182	1.8006140718600133E-5	-1588431.287489991	-140.43033799845782
1393000	-1588572.7390200135	-136.71057744035406	-1588436.028442573	51.323485444708794	7.656003111235665	4.734265860950298	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.0529160094274182	1.7708179739651596E-5	-1588436.028442573	-139.4972722109034
1394000	-1588569.6509950552	-138.19119463814314	-1588431.459800417	53.467510637048754	8.015503189578457	4.734265860950298	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.0529160094274182	1.633220920985255E-5	-1588431.459800417	-140.91989482322165
1395000	-1588574.660037806	-138.4779911023271	-1588436.1820467038	54.00325045313648	9.553750661005012	4.734265860950298	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.04552943033560443	1.6509784569444735E-5	-1588436.1820467038	-140.65446877835328
1396000	-1588562.8774280369	-121.49638801427427	-1588441.3810400227	36.85886653842858	6.7953171298936415	4.734265860950298	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.04552943033560443	2.3893056398364816E-5	-1588441.3810400227	-124.29078750429616
1397000	-1588547.7475855923	-112.47949029034997	-1588435.268095302	30.45053698451396	4.7831311676720825	4.522847954910274	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.04552943033560443	2.818959283514146E-5	-1588435.268095302	-116.05923004118226
1398000	-1588549.1740452922	-107.08909847381727	-1588442.0849468184	24.462178705371738	5.120020984434128	4.522847954910274	0.36154055178752836	0.12785921081074753	0.1816732444878144	0.32892699291390987	0.04552943033560443	3.5498962600866426E-5	-1588442.0849468184	-110.11412610960375
1399000	-1588529.9988824686	-89.22309923809135	-1588440.7757832306	17.716108366082118	3.107722792231346	4.688754612958809	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.04552943033560443	4.758584206878996E-5	-1588440.7757832306	-92.83305625934835
1400000	-1588517.1875159494	-78.81686247826616	-1588438.3706534712	13.744255389472622	2.262450056174655	4.688754612958809	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.04552943033560443	6.569093416800753E-5	-1588438.3706534712	-82.34182860029314
1401000	-1588507.9621084565	-65.74110292805918	-1588442.2210055285	9.4241963635052	2.115611494941713	4.688754612958809	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.04552943033560443	9.129854543333379E-5	-1588442.2210055285	-68.55157025071138
1402000	-1588510.9363273215	-69.79841757067044	-1588441.1379097507	11.67193676897934	1.7671595876136275	4.688754612958809	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.04552943033560443	7.955044885816178E-5	-1588441.1379097507	-73.26975153737688
1403000	-1588510.8925015489	-72.81446359917662	-1588438.0780379497	11.658650025776135	1.849497438033716	4.766176684360034	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.04552943033560443	7.714363682981786E-5	-1588438.0780379497	-76.26931737836941
1404000	-1588503.1289186233	-69.47864695374415	-1588433.6502716695	10.806214889950338	1.4521543617880128	4.766176684360034	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.052633799301771374	8.089684562584557E-5	-1588433.6502716695	-73.15930937735446
1405000	-1588516.9594958462	-84.49988335472389	-1588432.4596124915	15.349281573115729	2.5097257900608767	4.766176684360034	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.052633799301771374	5.61765089328719E-5	-1588432.4596124915	-88.15316169447544
1406000	-1588513.1396048644	-79.75358455945226	-1588433.3860203049	14.3337925494251	2.585669477497105	4.766176684360034	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.052633799301771374	6.095254911650969E-5	-1588433.3860203049	-83.16527411272763
1407000	-1588508.852513757	-73.64933128502174	-1588435.2031824721	12.599850818473072	2.126475740149008	4.629948529768212	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.052633799301771374	7.002288219657469E-5	-1588435.2031824721	-77.13437437677517
1408000	-1588570.9524687305	-127.38813302179791	-1588443.5643357087	42.86457619920713	5.93919709910833	4.629948529768212	0.36154055178752836	0.12785921081074753	0.18178358070309916	0.32881665669862514	0.052633799301771374	2.0786853926381836E-5	-1588443.5643357087	-130.76142811379546
1409000	-1588576.2636577082	-131.75500967564506	-1588444.5086480326	44.817737283245606	8.071251982229855	4.629948529768212	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.052633799301771374	1.8979764501646832E-5	-1588444.5086480326	-134.33476844683858
1410000	-1588552.0096632452	-110.65497368792349	-1588441.3546895573	27.156444486671926	5.611493716451098	4.629948529768212	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.01833860637325073	3.179225689770776E-5	-1588441.3546895573	-113.64497656035006
1411000	-1588544.307407041	-106.71820742664859	-1588437.5891996145	25.29367175573343	4.210209309637141	4.629948529768212	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.01833860637325073	3.5190851735670336E-5	-1588437.5891996145	-110.27769218310037
1412000	-1588558.7300051334	-123.88035182058265	-1588434.849653313	32.99101968753609	8.501209955708124	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.01833860637325073	2.652369930179144E-5	-1588434.849653313	-125.91817554174551
1413000	-1588557.9808500481	-120.7946933590956	-1588437.186156689	32.23832483980358	8.57955864854003	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.008031566571182206	2.6641088424179008E-5	-1588437.186156689	-122.81781254040087
1414000	-1588575.889192798	-133.4312640388692	-1588442.457928759	41.44037331985997	5.0753024727232035	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.008031566571182206	2.0815112380579194E-5	-1588442.457928759	-137.30154364205384
1415000	-1588526.0957747612	-88.6124551489913	-1588437.4833196122	16.172259445132553	2.445312807547654	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.006646361153370281	5.347690650799353E-5	-1588437.4833196122	-92.53878252006645
1416000	-1588503.471467642	-62.74309182496367	-1588440.7283758172	9.031063621890842	1.743978461600075	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.0017569990712486354	9.560339007792665E-5	-1588440.7283758172	-65.83651394689666
1417000	-1588526.1287855236	-89.6544549115844	-1588436.474330612	16.88807604003179	2.3143197376168874	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.0033300624016706286	5.341040854190462E-5	-1588436.474330612	-93.69287869063183
1418000	-1588529.4597042825	-97.54286312946283	-1588431.916841153	20.53894331338349	3.7061833930733328	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.0033300624016706286	4.2581645178582174E-5	-1588431.916841153	-101.0687177600686
1419000	-1588536.6718470599	-86.89537727321529	-1588449.7764697867	16.828111550519697	2.416710050779243	4.683420282488001	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.005649203556479896	5.275402274740698E-5	-1588449.7764697867	-90.87527204137153
1420000	-1588463.9297389602	-23.77981062309059	-1588440.1499283372	3.041086488424873	0.9861971313061436	4.450968025747561	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.008333779345237144	2.778912559224656E-4	-1588440.1499283372	-24.154595794107685
1421000	-1588495.677382277	-56.40754228586444	-1588439.2698399911	8.538799376835067	1.296198612532665	4.647598436875883	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.008333779345237144	1.0569555824117872E-4	-1588439.2698399911	-59.63540645799583
1422000	-1588514.873493232	-78.07466837077772	-1588436.7988248612	15.078229577331628	2.349841185186101	4.647598436875883	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.005397620424471482	5.9719106162003425E-5	-1588436.7988248612	-81.84349306081688
1423000	-1588520.2066813293	-82.99887526747246	-1588437.2078060617	16.810134464367643	2.474608592396912	4.647598436875883	0.3618183464133909	0.12785921081074753	0.18150578607723664	0.32881665669862514	0.0023661506653072815	5.20162275137957E-5	-1588437.2078060617	-86.98100608299254
1424000	-1588546.6821411245	-105.57700459611573	-1588441.1051365284	25.949982378213612	4.680281690440504	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.002145181486531369	3.395138262704225E-5	-1588441.1051365284	-108.96210419443443
1425000	-1588547.671961897	-104.30799030283502	-1588443.3639715943	25.4045918686468	4.359501286082926	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.002145181486531369	3.3643000873554704E-5	-1588443.3639715943	-107.8867054384978
1426000	-1588553.8450589424	-120.36718904864135	-1588433.477869894	36.60497548456358	5.961002039443099	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.002145181486531369	2.468783778709594E-5	-1588433.477869894	-123.6017414917273
1427000	-1588540.6423703947	-105.21419688996706	-1588435.4281735048	24.936515219168122	4.127603231025621	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.002912302613132119	3.462400862673183E-5	-1588435.4281735048	-108.87574140620387
1428000	-1588536.7983616875	-105.25305294984797	-1588431.5453087375	25.057216253263377	4.6646145840858555	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0035349787098559547	3.442520397067821E-5	-1588431.5453087375	-108.62010788342737
1429000	-1588549.4444075646	-109.74322816418189	-1588439.7011794003	26.682783494136167	3.9772268151434926	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0035349787098559547	3.266256620835452E-5	-1588439.7011794003	-113.5916974373738
1430000	-1588536.413626561	-104.25888676739604	-1588432.1547397936	23.893087477817524	3.8141318643961126	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.015089632280103765	3.6767288190397296E-5	-1588432.1547397936	-107.97826464075324
1431000	-1588514.3735622794	-72.82462676106161	-1588441.5489355184	11.366273694939053	2.3233174246599115	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.015089632280103765	7.664619693993404E-5	-1588441.5489355184	-75.9964084071638
1432000	-1588513.6801410203	-76.12647400064681	-1588437.5536670196	12.517200132726998	1.7290391977979587	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.015089632280103765	6.887208498429739E-5	-1588437.5536670196	-80.063279991106
1433000	-1588510.6239721668	-81.39229639923555	-1588429.2316757676	14.00843333892697	2.2724891893367913	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.015089632280103765	6.25808232934445E-5	-1588429.2316757676	-85.09570459654252
1434000	-1588496.5136462143	-64.34585835591444	-1588432.1677878583	9.501320379930108	1.7819935172151993	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.015089632280103765	8.941808690702333E-5	-1588432.1677878583	-67.57050156791966
1435000	-1588533.747945173	-88.11931412714809	-1588445.6286310458	16.87506116457319	2.744288315523299	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.011265927755896372	5.322638011797504E-5	-1588445.6286310458	-91.83174116533411
1436000	-1588526.0611773916	-87.18047964459015	-1588438.880697747	15.034526285807365	3.4683214859302045	4.647598436875883	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0035910153675529958	5.6702309929655304E-5	-1588438.880697747	-90.27173235293712
1437000	-1588523.3573072236	-86.97409514467182	-1588436.3832120788	15.66581771238162	2.773787874910098	4.796368537043117	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0035910153675529958	5.606539171028472E-5	-1588436.3832120788	-90.52414306586384
1438000	-1588501.0426728677	-65.4877399564482	-1588435.5549329112	9.499215886137774	1.939886489566859	4.5115103009940265	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.005629608358030584	9.304858384281937E-5	-1588435.5549329112	-68.52602679214651
1439000	-1588528.4868908431	-87.73526700642033	-1588440.7516238368	14.840291453459084	3.0210272162772505	4.5115103009940265	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.005629608358030584	5.7372822573578004E-5	-1588440.7516238368	-91.13614596334051
1440000	-1588533.197034187	-96.21202131874429	-1588436.9850128682	20.28030783274321	3.0658554506678404	4.5115103009940265	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.005629608358030584	4.3089591550315914E-5	-1588436.9850128682	-100.18038356494283
1441000	-1588512.3714897034	-75.40301130001565	-1588436.9684784035	11.965789880323602	2.6630082502406114	4.824393225834616	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.008215937621676488	7.15952911282775E-5	-1588436.9684784035	-78.44685587217128
1442000	-1588477.2867370134	-45.95211632865153	-1588431.3346206846	6.290961324524763	1.248010579922892	4.824393225834616	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.01248097604676172	1.4005019686316316E-4	-1588431.3346206846	-48.32777674634809
1443000	-1588469.7564623605	-35.6666621620677	-1588434.0898001983	4.684949268462351	0.9056099396986702	4.824393225834616	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.01248097604676172	1.8240737580146963E-4	-1588434.0898001983	-37.52158661856504
1444000	-1588491.2882225653	-56.897013870768305	-1588434.3912086945	8.197461358425784	1.1854114559834261	4.824393225834616	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.006640858016467605	1.0838009612505784E-4	-1588434.3912086945	-60.11452906437949
1445000	-1588497.2672614756	-63.61555798995298	-1588433.6517034855	9.774826299618573	1.8886653288288593	4.824393225834616	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02114273810893519	9.275514866642135E-5	-1588433.6517034855	-66.58529635699713
1446000	-1588487.6168839722	-60.473374887579205	-1588427.1435090846	9.48213858269563	1.5623859223105712	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	9.30355756708032E-5	-1588427.1435090846	-63.75587078045913
1447000	-1588454.963397164	-27.813340606257135	-1588427.1500565577	4.021144570487028	0.8508036284238428	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	2.1706007319241362E-4	-1588427.1500565577	-29.12903709135228
1448000	-1588463.532761245	-36.6050059763119	-1588426.9277552688	5.029296084311658	0.7310944804101975	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	1.7617493789298308E-4	-1588426.9277552688	-38.75849943426555
1449000	-1588480.2429094755	-45.9959706103122	-1588434.2469388652	6.334026429446481	1.3265664173371534	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	1.3826746443108771E-4	-1588434.2469388652	-48.346536156801285
1450000	-1588474.230503835	-40.329444253063706	-1588433.901059582	5.378392892798326	0.8875168115150395	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	1.689962240895333E-4	-1588433.901059582	-42.46973101462132
1451000	-1588477.247844606	-34.927111267402104	-1588442.3207333386	4.541596980360777	0.6016887678371886	4.672637481280139	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.02848340289633505	1.920560304776059E-4	-1588442.3207333386	-36.902041429661516
1452000	-1588488.9223202572	-58.39283217944658	-1588430.5294880776	8.447944598409222	1.413885949648465	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	1.0111042827467869E-4	-1588430.5294880776	-61.51002494333401
1453000	-1588489.7853338441	-48.545705067295465	-1588441.239628777	6.247635908978208	1.0621868196061495	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	1.3942002746365395E-4	-1588441.239628777	-51.055652838300794
1454000	-1588460.478097576	-13.665035737537696	-1588446.8130618385	2.779484131723192	0.5495903881971175	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	3.2607936125803754E-4	-1588446.8130618385	-13.643023053768832
1455000	-1588506.1857811604	-63.45284471958364	-1588442.7329364407	9.972959885955298	1.6953711253957455	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	8.971889362011613E-5	-1588442.7329364407	-66.63674334524069
1456000	-1588516.987775778	-76.6761510780944	-1588440.3116246997	12.719120144194253	2.5650153184959406	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	6.900820996324831E-5	-1588440.3116246997	-79.81092603655671
1457000	-1588514.4716793115	-76.30625568104516	-1588438.1654236305	13.265950785796122	2.0788770905814227	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	6.617319360808622E-5	-1588438.1654236305	-79.92761495301998
1458000	-1588528.912748974	-89.7271701502342	-1588439.1855788238	17.46156919048074	3.6632026628256757	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.0514924333400416	5.022838142577194E-5	-1588439.1855788238	-92.82422378119895
1459000	-1588529.1089945124	-84.52789595804991	-1588444.5810985542	16.139981864358536	2.590284664370255	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.04160286192804338	5.3203420580517745E-5	-1588444.5810985542	-88.25865206513281
1460000	-1588503.9522009126	-72.28211921834648	-1588431.6700816944	12.060303602009329	2.0797978931776315	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.04492137231917658	7.05612060536614E-5	-1588431.6700816944	-75.76119213919331
1461000	-1588528.6184431377	-98.31024141784388	-1588430.3082017198	21.121078443324485	4.133789083860788	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.04492137231917658	4.141751214840544E-5	-1588430.3082017198	-101.5220108302135
1462000	-1588561.3564981064	-121.66780667525856	-1588439.6886914312	34.79217834024468	7.330765443519128	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.04492137231917658	2.5456883296979205E-5	-1588439.6886914312	-124.1398600315987
1463000	-1588527.187982182	-104.44522478376487	-1588422.7427573982	25.125832576201613	4.762163391606321	4.774151560514236	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.04492137231917658	3.5792734026691845E-5	-1588422.7427573982	-107.57251329329904
1464000	-1588570.1075393734	-131.14597305676008	-1588438.9615663167	45.8298776714627	7.412832012148285	4.707936473392424	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.016786981510464462	1.9221004667193147E-5	-1588438.9615663167	-134.0197962574887
1465000	-1588576.5923814646	-142.96672552564448	-1588433.6256559389	54.98247546366294	9.66794536570564	4.707936473392424	0.3618183464133909	0.12789121645768184	0.18150578607723664	0.3287846510516908	0.016786981510464462	1.5179436905717202E-5	-1588433.6256559389	-145.2489775931218
