# BEAST v1.8.2, r6687
# Generated Mon Aug 17 12:27:56 EEST 2015 [seed=1439803657804]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	coalescent
1839000	-1588502.0734837118	-68.92317071305686	-1588433.1503129988	10.79235735574045	1.9379367555224851	5.091194297541939	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.016394815116931607	8.207820929564749E-5	-1588433.1503129988	-72.1099007857035
1840000	-1588534.2901268483	-93.78192845209809	-1588440.508198396	17.40519428845422	3.9923803906118627	5.091194297541939	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.016394815116931607	4.905646500232077E-5	-1588440.508198396	-96.70823221935191
1841000	-1588524.9198008645	-88.05520917389065	-1588436.8645916907	16.99201140479384	2.6393144868263265	5.091194297541939	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.016394815116931607	5.136954818326325E-5	-1588436.8645916907	-91.78591471238177
1842000	-1588502.2407158974	-66.10604538181734	-1588436.1346705155	10.558127928520667	1.7913753235566385	4.621957423248759	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.025472350813312665	8.212997055983805E-5	-1588436.1346705155	-69.53309966910624
1843000	-1588505.0982518902	-70.57522626794155	-1588434.5230256221	11.37821400676355	2.3378536732011455	4.539794503342134	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.06344309334023437	7.626978932205222E-5	-1588434.5230256221	-73.68254727345837
1844000	-1588484.7549872631	-51.478233164912474	-1588433.2767540982	7.032905526290425	1.4149481595453266	4.539794503342134	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.024475394260651935	1.2507235439171335E-4	-1588433.2767540982	-54.097848688215706
1845000	-1588496.7740239115	-56.59315940486383	-1588440.1808645066	8.203954331531534	1.5325521969510525	4.539794503342134	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.024475394260651935	1.0805528491477544E-4	-1588440.1808645066	-59.53204447745507
1846000	-1588523.647460007	-83.45276779349341	-1588440.1946922136	15.603016774830213	2.907337886807718	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.024475394260651935	5.672909522875284E-5	-1588440.1946922136	-86.92418042777437
1847000	-1588487.7512129806	-44.883291426731944	-1588442.8679215538	6.079945732681016	1.1870618001631066	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.024475394260651935	1.4643301442679175E-4	-1588442.8679215538	-47.24782127515831
1848000	-1588465.0785185746	-21.85930653327533	-1588443.2192120412	3.6477298394157622	0.573835640268909	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.0177707606349129	2.447190169081112E-4	-1588443.2192120412	-23.064264476390218
1849000	-1588472.1146489417	-32.01393968221209	-1588440.1007092595	4.517870400504201	0.7819541401938459	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.034687658836738966	1.8957372004567595E-4	-1588440.1007092595	-33.907805718229035
1850000	-1588444.302566222	-8.77551290457752	-1588435.5270533173	2.6906167857381122	0.40838420623107013	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.034687658836738966	3.248721128312498E-4	-1588435.5270533173	-8.955951267830061
1851000	-1588442.7634823828	-1.9244266866527742	-1588440.839055696	2.2301147411040194	0.3811682891925077	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.02132491496075664	3.963566817291409E-4	-1588440.839055696	-1.3274872523547492
1852000	-1588442.309906862	-2.894264322005787	-1588439.41564254	2.1018424869302534	0.3029013704546582	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.00773853954242593	4.106686451469974E-4	-1588439.41564254	-2.1578070200879376
1853000	-1588456.4465664902	-21.480470383246182	-1588434.966096107	3.5904370844883293	0.4741993567147122	4.5011327715627605	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.00773853954242593	2.3589074589496991E-4	-1588434.966096107	-22.90680058319073
1854000	-1588442.0910389272	-7.927932934971431	-1588434.1631059921	2.6156801230555877	0.409211670138642	5.066034285132133	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.00773853954242593	3.4601383010107137E-4	-1588434.1631059921	-7.749039360778538
1855000	-1588439.1375015972	-0.8661421588346099	-1588438.2713594383	2.1276434502879296	0.36983993776222557	5.066034285132133	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.00773853954242593	4.155760827005274E-4	-1588438.2713594383	0.06229638747296484
1856000	-1588447.501594595	-10.961946109835049	-1588436.5396484851	2.818916447099956	0.46989076585335693	5.066034285132133	0.362076402828452	0.12799360485467753	0.1815537471825408	0.32837624513432995	0.00773853954242593	3.1672233244500357E-4	-1588436.5396484851	-11.111411549545513
1857000	-1588451.352867332	-15.670008205415298	-1588435.6828591267	3.239963753835507	0.48006013592982455	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.00773853954242593	2.7431971385124843E-4	-1588435.6828591267	-16.441892515234613
1858000	-1588480.330593177	-48.720491669815516	-1588431.610101507	6.5020502935644595	1.21480822561033	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.002809470189844085	1.3047557207793308E-4	-1588431.610101507	-51.37093808380954
1859000	-1588493.292518234	-54.1904755493949	-1588439.1020426848	7.564146160572045	1.4208628599571398	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.007208374932602797	1.1394719026906397E-4	-1588439.1020426848	-57.03740521685256
1860000	-1588478.6153329113	-48.7508294296046	-1588429.8645034817	6.883422517603918	1.1705943780978738	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.019219153557282154	1.2869781042757988E-4	-1588429.8645034817	-51.45388447362297
1861000	-1588496.2199850518	-51.2496319390305	-1588444.9703531128	7.4861811991812255	1.2709783528834828	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.019219153557282154	1.1848707368111096E-4	-1588444.9703531128	-54.10210906995538
1862000	-1588493.5363969042	-53.61568149637189	-1588439.9207154077	7.000356990618141	1.4872238468293024	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.04346253107278707	1.2734291327247928E-4	-1588439.9207154077	-55.99662463015746
1863000	-1588482.7851981076	-44.689035325600074	-1588438.096162782	5.602715022131494	1.152004186113611	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.04346253107278707	1.5681561111928225E-4	-1588438.096162782	-46.74138040122748
1864000	-1588534.792347577	-93.42023504598134	-1588441.372112531	17.19638479158431	3.3852581955920416	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.04346253107278707	5.026768382573661E-5	-1588441.372112531	-96.69964398547306
1865000	-1588535.5639898095	-93.5241017089661	-1588442.0398881005	14.716585180822863	4.848919163598322	4.810383130141897	0.3608298732716378	0.12799360485467753	0.1815537471825408	0.32962277469114415	0.04346253107278707	5.744219960427707E-5	-1588442.0398881005	-95.65213259768001
1866000	-1588558.679014226	-113.81768798790942	-1588444.8613262381	26.663136834930853	3.649088362980355	4.810383130141897	0.3606659691184002	0.12799360485467753	0.1817176513357784	0.32962277469114415	0.04346253107278707	3.29351754851564E-5	-1588444.8613262381	-117.72703743594019
1867000	-1588542.15786397	-102.41254201287404	-1588439.745321957	23.78947942298012	4.010747640852601	4.740449400592651	0.3606659691184002	0.12799360485467753	0.1817176513357784	0.32962277469114415	0.04346253107278707	3.775394205550188E-5	-1588439.745321957	-105.88193124852859
1868000	-1588522.700985386	-80.49550529893783	-1588442.205480087	13.498342390203836	2.769264242487231	4.740449400592651	0.3606659691184002	0.12799360485467753	0.1817176513357784	0.32962277469114415	0.04346253107278707	6.524169404821938E-5	-1588442.205480087	-83.63841840519098
1869000	-1588522.9680648837	-89.87994953290361	-1588433.0881153508	17.856407342032675	3.082970931496167	4.740449400592651	0.3618875389856865	0.1279612922856848	0.1817176513357784	0.3284335173928506	0.058207144227069	4.991518012208051E-5	-1588433.0881153508	-93.36778467830068
1870000	-1588533.6198916256	-102.92436792792509	-1588430.6955236977	23.04594029525652	4.08774630726088	4.740449400592651	0.3618875389856865	0.1279612922856848	0.1817176513357784	0.3284335173928506	0.058207144227069	3.764004134851001E-5	-1588430.6955236977	-106.32413920893198
1871000	-1588518.955147948	-85.61393020297943	-1588433.341217745	15.68558464582145	2.5841314698628697	4.740449400592651	0.3618875389856865	0.1279612922856848	0.1817176513357784	0.3284335173928506	0.058207144227069	5.471803160571527E-5	-1588433.341217745	-89.26475117937429
1872000	-1588539.1543667284	-97.9006364821982	-1588441.253730246	21.296372015540285	3.464692384101626	4.740449400592651	0.3618875389856865	0.1279612922856848	0.1817176513357784	0.3284335173928506	0.058207144227069	4.1760320796072635E-5	-1588441.253730246	-101.49126333813987
1873000	-1588533.691783361	-97.71009445149294	-1588435.9816889095	21.36154159812915	3.83325117877592	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1817176513357784	0.3284335173928506	0.05109292020134145	4.06928278848127E-5	-1588435.9816889095	-101.10636539070914
1874000	-1588566.6233968323	-130.7163868476837	-1588435.9070099846	40.91547972569952	8.07917117378272	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.05109292020134145	2.1237302980238866E-5	-1588435.9070099846	-133.10526452397377
1875000	-1588557.116199758	-116.65969050566274	-1588440.4565092523	31.075231949686557	4.571434237732437	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	2.782556044509271E-5	-1588440.4565092523	-120.24912577993913
1876000	-1588541.4817550331	-107.79572929863353	-1588433.6860257345	25.095350446524215	4.983068575392948	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	3.4413472588166446E-5	-1588433.6860257345	-110.82065536524642
1877000	-1588537.0066133079	-106.20905798236537	-1588430.7975553256	23.627958758885818	5.215170195153623	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	3.7551460609484704E-5	-1588430.7975553256	-108.96014712810735
1878000	-1588561.6797932093	-120.63528144269762	-1588441.0445117666	34.036716340206596	4.989519029612588	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	2.505850120924318E-5	-1588441.0445117666	-124.15309246392803
1879000	-1588562.9183650997	-123.1959829005899	-1588439.722382199	36.7203823541873	5.905731158489662	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	2.4231713012569487E-5	-1588439.722382199	-126.3066283927157
1880000	-1588591.5049456188	-154.19249301490063	-1588437.3124526038	70.58772076307753	13.95539364208832	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	1.2042017023195603E-5	-1588437.3124526038	-155.26126112129603
1881000	-1588605.2569543654	-168.3520928061118	-1588436.9048615594	98.79758840758731	16.341624914086438	4.832020002805462	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	8.673828837242976E-6	-1588436.9048615594	-169.00143119243316
1882000	-1588614.514213764	-178.15032176610012	-1588436.363891998	122.11450504354562	22.240156288160012	4.649635054316246	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	7.241759983066224E-6	-1588436.363891998	-177.68111430724989
1883000	-1588613.83109774	-173.26079762937206	-1588440.5703001106	107.99478491854003	15.103964888920801	4.649635054316246	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06355272853369158	7.788409959442306E-6	-1588440.5703001106	-174.289317758468
1884000	-1588594.2954279005	-144.3177869473468	-1588449.9776409531	60.731252760394	10.882658301545959	4.649635054316246	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.029349027988945117	1.4266135700347242E-5	-1588449.9776409531	-146.25202018560384
1885000	-1588525.590728881	-86.1930638560558	-1588439.397665025	18.125096056498464	2.7545817307605063	4.649635054316246	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.029349027988945117	4.996138533297398E-5	-1588439.397665025	-89.99587763178225
1886000	-1588497.319991613	-63.839226791539666	-1588433.4807648214	9.861326489038296	1.481743309838043	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.029349027988945117	8.803940664938942E-5	-1588433.4807648214	-67.31042622995459
1887000	-1588485.1502104085	-45.685190254359334	-1588439.4650201541	5.85149305867384	1.0926830864727721	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.039882287773909765	1.449501202476239E-4	-1588439.4650201541	-48.06156167192191
1888000	-1588543.0711614944	-106.05266939889933	-1588437.0184920954	24.61769907131843	5.324002186832368	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.039882287773909765	3.4586627367727285E-5	-1588437.0184920954	-108.9538726638289
1889000	-1588535.2328537374	-105.46994616955186	-1588429.762907568	25.468395817670736	3.526009711131012	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.039882287773909765	3.343505707379031E-5	-1588429.762907568	-109.44530542944386
1890000	-1588545.25219418	-111.20850204250753	-1588434.0436921373	26.302872981507488	3.9230981890149037	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.014463895773437322	3.1813898606522324E-5	-1588434.0436921373	-115.07077492387661
1891000	-1588550.4740077667	-117.67567202336916	-1588432.7983357434	31.72852573292821	5.198061269644743	4.788849284214928	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.043994007328304614	2.8062997998202647E-5	-1588432.7983357434	-120.97166278428362
1892000	-1588531.301655861	-89.00893342105954	-1588442.29272244	15.402533787850128	3.39593373572154	5.132705547274111	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.005801184479543734	5.5738761524098386E-5	-1588442.29272244	-92.04429177681277
1893000	-1588538.2495760666	-101.60229700790147	-1588436.6472790588	21.787358237851297	4.163128426715748	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.005801184479543734	3.992928011562913E-5	-1588436.6472790588	-104.9155089261837
1894000	-1588504.673461546	-77.14662615613302	-1588427.52683539	12.874738803840252	2.294831332970959	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.014269195240830207	6.616420387493825E-5	-1588427.52683539	-80.63788982059104
1895000	-1588557.2060551865	-117.38644065471892	-1588439.8196145317	34.50008752348863	5.740342070606981	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.014269195240830207	2.544921038892052E-5	-1588439.8196145317	-120.59324613968955
1896000	-1588550.9465844925	-110.50292741373063	-1588440.4436570788	28.372216099849926	5.972773828556203	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.028280397426363832	3.16068126344562E-5	-1588440.4436570788	-113.24043827132584
1897000	-1588586.4161038268	-143.9085654431229	-1588442.5075383838	55.82983592956351	10.76624367939718	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.028280397426363832	1.5615899889844677E-5	-1588442.5075383838	-145.7365165812148
1898000	-1588551.92643471	-121.02385791542902	-1588430.9025767944	33.07505381263618	4.675526529525664	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.028280397426363832	2.654462003522439E-5	-1588430.9025767944	-124.68454026603337
1899000	-1588528.4814478226	-78.47198279458472	-1588450.009465028	11.974096130461547	2.05853409714419	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.028280397426363832	7.085138595752227E-5	-1588450.009465028	-81.96323841112617
1900000	-1588460.7642746237	-20.45851928847888	-1588440.3057553351	3.217632754330809	0.7116637669979691	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.028280397426363832	2.709858091371523E-4	-1588440.3057553351	-21.034896171387373
1901000	-1588487.7618372613	-49.961284077581084	-1588437.8005531838	6.4352422569723196	1.0236759774196804	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.05252917845596484	1.3642310036964E-4	-1588437.8005531838	-52.54641687054007
1902000	-1588519.5996644413	-85.70486999071531	-1588433.8947944506	16.215685894143327	3.0660270126637252	4.875863929141197	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.05252917845596484	5.421105120086098E-5	-1588433.8947944506	-89.00096286288749
1903000	-1588516.325905361	-81.01619118287691	-1588435.309714178	14.123282253677218	2.113997721494125	4.586793096292492	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	6.0386616374979865E-5	-1588435.309714178	-84.84133498335044
1904000	-1588542.7649044844	-98.85357287971787	-1588443.9113316047	20.856476368444632	3.1870827366808943	4.586793096292492	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	4.14905869720593E-5	-1588443.9113316047	-102.66384838670784
1905000	-1588510.6430037667	-71.17829471034054	-1588439.4647090563	11.003268880532731	2.0035588614712343	4.586793096292492	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	7.764290273972909E-5	-1588439.4647090563	-74.4898260472904
1906000	-1588495.7377503235	-68.25328394869558	-1588427.4844663749	10.21188305687142	1.6212421021985186	4.891827853518524	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	8.345317426495106E-5	-1588427.4844663749	-71.6283410154248
1907000	-1588495.5598524178	-63.430018441650404	-1588432.129833976	9.160940573614477	1.778613097158049	4.891827853518524	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	9.38983592926013E-5	-1588432.129833976	-66.34878035880278
1908000	-1588505.1911667201	-66.436429632122	-1588438.754737088	10.269906065521596	1.554930779818938	4.891827853518524	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	8.599232629285633E-5	-1588438.754737088	-69.79391475382606
1909000	-1588521.5029901254	-78.22610638364004	-1588443.2768837418	13.955487004355614	2.1368490075759445	4.891827853518524	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.06865307353525842	6.139900039356002E-5	-1588443.2768837418	-81.90698964315557
1910000	-1588522.4989743435	-84.42149005538747	-1588438.0774842883	14.504838369585825	2.482885885096489	4.891827853518524	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.02318440838325779	6.085485150851404E-5	-1588438.0774842883	-87.9384421865262
1911000	-1588507.453944697	-79.77285370356768	-1588427.6810909936	13.261198548882371	2.388823070973234	5.05444956577155	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.02318440838325779	6.582716979004177E-5	-1588427.6810909936	-83.13428282728276
1912000	-1588550.9705524773	-109.76463452938658	-1588441.205917948	26.767337604190864	4.190948838585613	5.05444956577155	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	3.309745958681474E-5	-1588441.205917948	-113.1892612512046
1913000	-1588534.97101311	-100.68850223954668	-1588434.2825108704	21.270100901204724	3.557826584571837	5.05444956577155	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	4.037882661153371E-5	-1588434.2825108704	-104.14355425017062
1914000	-1588544.160612741	-99.82043523279197	-1588444.3401775083	19.465298615087303	4.767849486611317	5.05444956577155	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	4.3331963819784456E-5	-1588444.3401775083	-102.4329656258931
1915000	-1588525.7862302936	-85.62133955695425	-1588440.1648907366	13.370828730145984	3.6809957515204204	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	6.335758015413083E-5	-1588440.1648907366	-88.08644930116058
1916000	-1588541.676193112	-95.54821858483889	-1588446.1279745272	19.143232767880633	3.281904810800526	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	4.56057668523637E-5	-1588446.1279745272	-98.98410484889281
1917000	-1588504.800072499	-60.02169659011567	-1588444.778375909	8.402919357028455	1.306981255357548	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	1.0168519402655415E-4	-1588444.778375909	-63.11982346463269
1918000	-1588495.8186790005	-52.5356639579954	-1588443.2830150425	6.709920436643048	1.674281863189809	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	1.3028303657492722E-4	-1588443.2830150425	-54.562947681098514
1919000	-1588541.7232199085	-90.92126718423972	-1588450.8019527243	15.26196517688929	1.866132118786958	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	5.7413040747825965E-5	-1588450.8019527243	-94.94525904406787
1920000	-1588545.8857339558	-99.4170870219867	-1588446.4686469338	21.302817753721317	3.4470133105281784	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	4.0697493881175363E-5	-1588446.4686469338	-102.96611919562409
1921000	-1588531.0869405214	-81.35652046500219	-1588449.7304200563	14.640772728798918	2.1531092724752945	4.919707199076642	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	5.938587823391815E-5	-1588449.7304200563	-85.0619229981867
1922000	-1588523.2919362118	-80.63025348375008	-1588442.661682728	13.53341791515592	2.0484074818055236	4.936573608288959	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	6.1002585264682404E-5	-1588442.661682728	-84.35647561627863
1923000	-1588517.6096891586	-80.73437089443163	-1588436.8753182641	14.768513988618883	2.282618791141632	4.936573608288959	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	6.120445970594862E-5	-1588436.8753182641	-84.26125334079241
1924000	-1588511.6456843442	-73.82784668305398	-1588437.8178376611	11.547803400016326	1.5957552096854641	4.936573608288959	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.08388665022515966	7.526019339175813E-5	-1588437.8178376611	-77.44749396252435
1925000	-1588536.1740735578	-87.79167835819524	-1588448.3823951997	14.829719556986923	3.784117442295965	4.936573608288959	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	5.883977072528057E-5	-1588448.3823951997	-90.41144908116783
1926000	-1588539.3842335008	-91.50914189535715	-1588447.8750916054	15.925206517859936	2.5746371962102566	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	5.490226140134306E-5	-1588447.8750916054	-95.19834833423985
1927000	-1588560.15731549	-113.49985210780748	-1588446.6574633822	27.4417510758885	5.165647687726623	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	3.087258969814235E-5	-1588446.6574633822	-116.68685718922653
1928000	-1588550.497741738	-106.37625814835832	-1588444.1214835898	24.71075511197043	4.432737851416268	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	3.546939159333166E-5	-1588444.1214835898	-109.72211386988513
1929000	-1588552.171015747	-112.13512587029604	-1588440.0358898765	28.193264335042464	5.090555395261265	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	3.1274879871849044E-5	-1588440.0358898765	-115.33972837489061
1930000	-1588563.5252885427	-117.20869782394757	-1588446.3165907187	32.230597101946564	6.021323705401116	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.057120736100352315	2.720479920625219E-5	-1588446.3165907187	-120.17517299618316
1931000	-1588531.475782296	-94.87444888183518	-1588436.601333414	18.3134347923447	3.5153662554485563	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.017064558451492	4.708118912556985E-5	-1588436.601333414	-98.31406905313465
1932000	-1588501.9367753076	-64.17782180027655	-1588437.7589535073	9.534866500638001	1.9193794151304435	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.017064558451492	9.193911307325318E-5	-1588437.7589535073	-67.21344385911908
1933000	-1588514.3845598768	-83.41742026680231	-1588430.9671396099	15.312357011590032	2.902763044872289	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.017064558451492	5.8371643041515124E-5	-1588430.9671396099	-86.8100743999474
1934000	-1588512.7288016432	-72.95820361462	-1588439.7705980286	12.015939484040436	2.0923624736272632	4.614090527375544	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.016928785690139697	7.463251347879659E-5	-1588439.7705980286	-76.39033011087079
1935000	-1588528.4259714687	-89.27395760989168	-1588439.1520138588	16.872633458911757	2.8164611251448113	4.599331350133136	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.018787855808979768	5.3814703959923296E-5	-1588439.1520138588	-92.90903233327779
1936000	-1588526.0834259784	-90.76735855450518	-1588435.316067424	16.757748206311533	2.587408512257584	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.03428542974666859	5.2561566387194016E-5	-1588435.316067424	-94.56090755644644
1937000	-1588529.8329399966	-90.59104206658375	-1588439.24189793	17.125085075602993	3.710439988862736	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.03428542974666859	5.081149489559881E-5	-1588439.24189793	-93.6885256175018
1938000	-1588524.0453744715	-83.49165716865232	-1588440.5537173029	13.801995632223042	2.8070495708493373	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.03428542974666859	6.29263455902707E-5	-1588440.5537173029	-86.72043461911912
1939000	-1588507.796554778	-75.45937494649554	-1588432.3371798315	11.83121514825562	2.620582810532249	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.03428542974666859	7.234442679084504E-5	-1588432.3371798315	-78.4912680804316
1940000	-1588519.1144804687	-79.57918086314922	-1588439.5352996055	13.036939282996068	3.056243977919942	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.03428542974666859	6.653254948064061E-5	-1588439.5352996055	-82.50030518516614
1941000	-1588516.7485041777	-79.55234522286365	-1588437.1961589549	14.929730580666773	2.3464246067578225	4.7047141087453435	0.3618875389856865	0.1279612922856848	0.1815948547224523	0.3285563140061767	0.026240919476173914	6.164788268625798E-5	-1588437.1961589549	-83.19293241299087
1942000	-1588506.418563454	-69.37788477873578	-1588437.0406786753	10.727070629492678	1.4556704743906246	4.7047141087453435	0.3618875389856865	0.12806766542042675	0.18148848158771036	0.3285563140061767	0.01597321397751363	8.181990122434252E-5	-1588437.0406786753	-73.11682539106201
1943000	-1588505.5052657374	-68.79651535864848	-1588436.7087503788	11.692055242551486	2.002579883600096	4.7047141087453435	0.3618875389856865	0.12806766542042675	0.18148848158771036	0.3285563140061767	0.01597321397751363	7.764869071428633E-5	-1588436.7087503788	-72.17995605040676
